"value","age","MP","X90s","Goals","Shots","SoT","SoT.","G.Sh","G.SoT","ShoDist","ShoFK","ShoPK","PasTotCmp.","PasTotPrgDist","PasShoCmp","PasShoCmp.","PasMedAtt","PasMedCmp.","PasLonCmp","PasLonAtt","PasLonCmp.","Assists","PasAss","Pas3rd","PPA","CrsPA","PasProg","PasDead","PasFK","TB","Sw","PasCrs","TI","CK","CkIn","CkStr","PasOff","PasBlocks","SCA","ScaPassLive","ScaPassDead","ScaDrib","ScaSh","ScaFld","ScaDef","GCA","GcaPassLive","GcaPassDead","GcaDrib","GcaSh","GcaFld","GcaDef","Tkl","TklWon","TklDef3rd","TklMid3rd","TklAtt3rd","TklDri","TklDriAtt","TklDri.","TklDriPast","Blocks","BlkSh","Int","Clr","Err","Touches","TouDefPen","TouDef3rd","TouMid3rd","TouAtt3rd","TouAttPen","ToAtt","ToSuc","ToSuc.","ToTkl","ToTkl.","Carries","CarTotDist","CarProg","Car3rd","CPA","CarMis","CarDis","Rec","RecProg","CrdY","CrdR","X2CrdY","Fls","Fld","Off","PKwon","PKcon","OG","Recov","AerWon","AerLost","AerWon.","G.MP"
30,27,18,12.9,0,0.54,0.16,28.6,0,0,26.3,0,0,88.8,332.6,20.5,89.2,33.3,93.7,9.69,11.8,82.2,0,0.54,8.29,1.01,0.39,9.3,4.42,4.03,0,0.93,0.93,0.31,0,0,0,0.16,0.85,1.71,1.63,0,0,0,0.08,0,0,0,0,0,0,0,0,1.71,1.16,0.78,0.54,0.39,0.78,1.24,62.5,0.47,1.09,0.31,1.16,0.62,0.08,77.2,1.86,11.8,53.1,13.4,0.23,0.93,0.47,50,0.39,41.7,52.6,309.8,1.63,1.47,0,1.32,1.01,56.4,1.09,0.62,0,0,2.17,1.55,0,0,0,0,7.36,0.54,0.54,50,0
13,19,5,2.2,1,0.91,0.45,50,0.5,1,13.1,0,0,79.8,153.2,22.7,84.7,12.7,78.6,3.18,5.45,58.3,0,0.91,3.64,0.91,0.45,4.55,1.36,1.36,0,0,1.82,0,0,0,0,0,0.45,3.64,2.27,0.45,0.45,0,0.45,0,0.45,0,0,0.45,0,0,0,1.36,0.91,0,0.91,0.45,0.91,3.18,28.6,2.27,1.36,0,1.82,0.91,0,60,1.36,10,36.8,13.6,0.91,3.64,1.36,37.5,0.91,25,30.9,159.5,1.36,0.45,0,0.91,0.91,36.8,0,0.45,0,0,1.82,2.27,0,0,0,0,8.64,1.82,1.36,57.1,0.454545454545455
35,30,18,17.1,2,1.29,0.18,13.6,0.09,0.67,20.7,0,0,86.2,331.8,27.6,90.1,29.2,89,6.49,9.06,71.6,0,1.11,8.07,0.76,0.06,7.89,1.99,0.99,0.29,0.47,0.18,0.99,0,0,0,0.18,0.64,3.04,2.51,0.12,0.06,0.12,0.06,0.18,0.23,0.23,0,0,0,0,0,2.46,1.4,0.76,1.11,0.58,0.99,1.93,51.5,0.94,0.82,0.23,1.17,1.7,0.06,82.3,2.75,15.6,51.2,16.1,0.82,1.4,0.99,70.8,0.29,20.8,48.7,224.2,0.88,1.17,0.06,1.23,0.64,59.6,0.99,0.12,0,0,1.11,0.64,0,0,0,0,8.01,1.17,0.94,55.6,0.116959064327485
20,24,19,19,0,0.11,0,0,0,0,29.4,0,0,82,220.9,25.7,87.9,19.9,84.7,2.84,4.74,60,0,1.21,4.37,0.63,0,5.84,3.16,2.47,0.05,0.05,0.11,0.68,0,0,0,0,1,1.84,1.79,0,0,0,0.05,0,0.05,0.05,0,0,0,0,0,4.11,2,2.05,1.68,0.37,2.21,3.16,70,0.95,1.84,0.32,1.42,1.16,0,69.4,1.53,15.4,43.2,11.3,0.16,0.89,0.16,17.6,0.58,64.7,35.2,137.1,0.68,1,0,1.16,0.68,39.6,0.95,0.26,0.05,0.05,1.74,1.05,0.05,0,0,0,8.68,0.89,0.63,58.6,0
20,25,22,15.8,2,0.51,0.25,50,0.25,0.5,12.1,0,0,78.9,154.8,16.2,87.7,13.8,82.1,3.48,5.57,62.5,0.06,0.57,2.85,0.63,0.25,3.04,1.65,0.7,0.19,0.63,0.82,0.89,0.06,0.06,0,0.25,0.63,2.09,1.71,0.06,0.13,0.13,0,0.06,0.19,0.19,0,0,0,0,0,2.72,1.33,1.14,1.08,0.51,1.08,2.15,50,1.08,1.14,0.44,1.08,1.33,0,50.4,2.91,14.4,26.7,9.62,1.58,1.14,0.57,50,0.51,44.4,25.8,111.2,0.7,0.89,0.06,0.7,0.7,28.9,1.08,0.06,0,0,0.89,0.95,0,0,0,0,7.03,1.33,1.01,56.8,0.126582278481013
13,30,19,18.5,3,1.51,0.38,25,0.11,0.43,17.9,0,0,77.4,182.5,12.8,80.1,18.5,83.7,3.89,5.78,67.3,0.05,1.24,3.95,0.86,0,4.59,0.76,0.54,0.16,0.11,0.16,0.22,0,0,0,0.27,0.81,2.27,1.89,0,0.11,0.11,0.05,0.11,0.11,0.05,0,0,0,0,0.05,2.32,1.3,0.97,1.14,0.22,1.08,2.11,51.3,1.03,1.08,0.32,0.81,2.32,0,55,4.11,16.4,28.6,10.8,1.41,1.62,0.81,50,0.65,40,27.9,141.9,1.03,1.08,0.11,1.73,1.35,34.2,2.27,0,0,0,1.08,1.73,0.11,0,0,0,7.14,2.27,1.51,60,0.162162162162162
20,26,21,18.3,3,1.2,0.38,31.8,0.09,0.29,27.6,0.05,0.05,82.3,302,26,89.8,24.4,86.4,5.03,8.14,61.7,0.05,1.31,6.78,1.42,0.38,7.49,3.66,1.75,0.38,0.33,1.8,0.71,0.82,0.33,0,0.22,1.69,3.28,2.62,0.16,0.05,0.33,0.05,0.05,0.16,0.11,0,0,0.05,0,0,2.51,1.48,1.04,1.04,0.44,1.09,2.24,48.8,1.15,1.69,0.33,1.04,0.82,0,75.7,1.97,17.2,43.4,15.9,0.55,1.04,0.66,63.2,0.22,21.1,37.5,157.9,1.37,0.98,0.05,1.48,0.55,52.9,2.51,0.16,0,0,1.15,0.71,0,0,0,0,8.03,0.93,0.44,68,0.163934426229508
30,27,20,9,0,0.56,0,0,0,0,26.2,0,0,90,197.1,29.6,94.7,25,92.4,2.78,3.67,75.8,0,0.89,4.44,0.44,0.11,5,1.22,0.89,0.11,0.22,0.22,0,0,0,0,0.22,0.89,2.78,2.22,0,0.11,0.11,0.11,0.22,0.11,0.11,0,0,0,0,0,1.33,1.11,0.33,0.56,0.44,0.22,0.78,28.6,0.56,1.33,0.56,1,0.78,0,71,1.89,14.1,45.7,11.3,0.11,0.78,0.56,71.4,0.22,28.6,41.2,223.4,1.11,0.89,0,1.44,0.56,51.7,0.78,0.56,0,0,1.56,0.78,0.11,0,0,0,6.56,0.67,0.67,50,0
40,28,17,15.5,3,1.42,0.77,54.5,0.14,0.25,18.5,0,0,82.6,141.7,15.6,88.3,14.1,84.4,2.77,3.68,75.4,0.13,1.16,3.29,0.97,0.06,4.84,1.1,0.45,0.13,0.19,1.1,0.65,0,0,0,0.13,0.77,3.1,2.58,0,0.06,0.19,0.13,0.13,0.26,0.19,0,0,0,0.06,0,2.19,1.1,0.9,0.9,0.39,1.03,1.81,57.1,0.77,1.61,0.26,1.03,0.97,0.06,50.3,1.74,10.5,25.7,14.9,2.32,1.87,0.77,41.4,0.65,34.5,27.1,180,1.74,2,0.13,1.68,1.29,31.7,2.71,0.19,0,0,1.16,1.55,0.13,0,0,0,6.58,1.23,1.16,51.4,0.193548387096774
6,29,20,17.4,0,0.4,0.06,14.3,0,0,20.4,0,0,74.3,122.9,9.94,78.3,12,81.8,2.36,3.97,59.4,0,0.69,2.53,0.46,0,3.51,1.38,0.98,0,0.11,0.4,0.11,0,0,0,0.23,0.46,1.44,1.21,0.06,0,0,0.11,0.06,0.17,0.17,0,0,0,0,0,1.49,0.75,0.75,0.57,0.17,0.69,1.49,46.2,0.8,1.84,0.63,1.15,1.9,0.11,41.7,3.22,11.1,22.9,8.28,0.92,1.15,0.57,50,0.52,45,19.2,110,0.75,1.32,0.17,1.15,1.09,21.1,2.01,0.11,0,0,1.03,0.92,0.06,0,0,0,5.92,0.98,1.03,48.6,0
9,24,15,5.3,2,2.26,0.57,25,0.17,0.67,19.3,0,0,79.3,114.9,17.2,88.3,13.4,83.1,3.02,5.28,57.1,0,1.51,3.21,1.7,0.38,5.09,2.83,0.57,0.19,0.94,2.83,0.19,2.08,0.57,0,0.75,0.38,3.02,2.26,0.19,0.38,0.19,0,0,0,0,0,0,0,0,0,1.13,0.75,0.75,0.19,0.19,0.75,1.13,66.7,0.38,1.89,0.19,0.57,0.38,0,53.8,0.38,5.28,24.3,25.5,2.83,3.4,1.32,38.9,1.51,44.4,36,219.6,2.26,2.64,0.19,2.26,1.51,39.2,7.36,0.19,0,0,2.26,2.45,0,0,0,0,6.42,0.19,1.7,10,0.377358490566038
10,28,17,11.1,1,1.44,0.27,18.8,0.06,0.33,18.9,0,0,80.6,100.1,16.1,91.3,12.7,80.1,2.07,3.15,65.7,0,1.08,3.42,0.72,0.09,3.78,0.99,0.36,0.18,0.18,0.63,0.18,0,0,0,0.09,1.17,1.89,1.53,0,0.09,0.18,0.09,0,0,0,0,0,0,0,0,1.08,0.63,0.27,0.36,0.45,0.18,0.63,28.6,0.45,0.72,0.09,0.27,0.72,0,45.4,0.81,4.5,23.6,17.8,3.15,2.07,0.81,39.1,0.99,47.8,28.1,169.9,2.07,1.8,0.27,1.98,1.26,33.2,5.14,0.18,0,0,0.63,0.81,0.09,0,0.09,0,3.6,0.81,1.62,33.3,0.0900900900900901
15,27,16,7.4,3,3.24,1.22,37.5,0.08,0.22,12.2,0,0.14,71.7,28.6,8.78,79.3,3.24,83.3,0.68,0.95,71.4,0.14,0.95,0.27,0.68,0,1.49,1.49,0,0,0,0.14,0.14,0,0,0,0,0.95,2.3,1.76,0,0.14,0.27,0.14,0,0.14,0.14,0,0,0,0,0,0.81,0.27,0.14,0.14,0.54,0.54,0.81,66.7,0.27,0.81,0,0,0.41,0,32.4,0.41,1.76,10.7,20.3,6.89,1.62,0.81,50,0.68,41.7,17.6,81.5,0.68,0.27,0.54,4.59,1.08,23.9,5.68,0.14,0,0,1.22,0.95,0.14,0,0,0,1.89,2.97,3.24,47.8,0.405405405405405
7,21,10,5.8,0,0.86,0.17,20,0,0,21.2,0,0,77.3,208.6,18.3,89.8,16.4,73.7,1.55,3.1,50,0.52,1.38,3.28,1.21,0.34,4.66,8.79,0,0.17,0,2.07,8.79,0,0,0,0,1.38,2.93,2.24,0,0.17,0,0.52,0,1.03,0.86,0,0,0,0.17,0,1.03,0.52,0.34,0.69,0,0.34,0.86,40,0.52,1.38,0,0.34,1.21,0,55.3,1.38,13.1,25.2,17.9,2.76,3.28,0.86,26.3,1.38,42.1,30.7,174.8,3.45,1.72,0.86,2.24,1.21,31.9,5,0.34,0,0,2.41,2.59,0.17,0.17,0,0,7.41,0.34,0.34,50,0
20,28,22,20.4,1,0.88,0.15,16.7,0.06,0.33,19.1,0,0,81.5,243.9,18.6,89,20.3,87.2,5.69,9.46,60.1,0,0.44,5.49,0.59,0.15,5,2.06,1.96,0.29,1.27,0.39,0.1,0,0,0,0.2,0.59,1.37,1.32,0,0,0.05,0,0,0.1,0.1,0,0,0,0,0,3.58,1.81,1.72,1.52,0.34,1.86,2.6,71.7,0.74,1.32,0.29,0.39,1.37,0,62.4,2.45,17.1,39.9,5.93,0.93,0.34,0.25,71.4,0.05,14.3,32.2,140.7,0.59,0.49,0.15,0.93,0.39,41,1.03,0.2,0,0,1.47,0.69,0.1,0,0,0,6.67,1.81,1.18,60.7,0.0490196078431373
25,22,18,7.8,0,1.54,0.38,25,0,0,13.5,0,0,76,110,12.9,77.7,9.1,83.1,1.15,1.67,69.2,0.13,2.05,2.31,1.67,0,4.49,1.41,0.13,0.26,0.26,0.9,0.26,0,0,0,0,0.9,4.1,3.72,0,0.26,0,0.13,0,0.26,0.26,0,0,0,0,0,1.41,0.64,0.38,0.9,0.13,0.9,2.05,43.8,1.15,0.9,0.13,0.38,0.13,0,41.3,0.38,3.72,18.5,19.9,5.13,3.85,2.05,53.3,1.15,30,23.1,165.1,3.72,2.18,0.9,2.18,1.92,26.9,4.87,0.26,0,0,1.28,1.15,0.13,0,0,0,5,1.67,2.31,41.9,0
5,19,5,2.1,1,1.9,0.48,25,0.25,1,15.7,0,0,77,167.6,14.3,90.9,14.8,80.6,5.24,8.57,61.1,0.48,1.9,2.86,2.38,0.95,7.14,2.38,0.48,0.48,0,4.29,0.48,0.95,0.48,0,0,1.43,2.86,2.38,0.48,0,0,0,0,0.48,0.48,0,0,0,0,0,1.43,0.95,0.48,0.48,0.48,0,0,0,0,0.95,0,0.95,0,0,54.3,0.95,3.81,26.2,25.2,4.76,2.86,0.95,33.3,1.9,66.7,37.6,247.1,3.33,3.33,1.43,3.81,2.38,41.9,9.05,0,0,0,2.86,2.38,0,0,0,0,7.62,0.48,0,100,0.476190476190476
27,27,17,13.3,7,1.43,0.53,36.8,0.26,0.71,16.8,0.3,0.15,81.1,211.4,22,89.1,19.1,85.4,3.23,5.94,54.4,0.3,1.28,4.81,0.83,0.15,5.71,3.38,1.58,0.23,0.45,2.56,0.15,1.65,0.9,0,0.23,1.13,3.46,2.78,0.23,0.15,0.08,0.23,0,0.98,0.75,0.08,0,0.08,0.08,0,2.03,1.28,0.3,1.58,0.15,1.35,1.95,69.2,0.6,1.05,0.15,0.9,0.53,0.08,63.1,0.9,9.77,39.2,14.9,2.56,1.58,0.53,33.3,0.9,57.1,37.1,181.6,1.95,1.28,0.45,1.13,0.98,42.5,4.06,0.15,0,0,1.88,1.28,0.38,0,0,0,6.54,0.6,1.35,30.8,0.526315789473684
30,24,21,19.2,5,1.98,0.94,47.4,0.13,0.28,14.2,0,0,78.6,119,12,83,11.1,82.7,3.02,4.53,66.7,0,1.04,2.4,0.89,0.05,4.38,0.83,0.63,0.21,0.73,0.47,0.21,0,0,0,0,0.68,3.18,2.55,0,0.21,0.21,0.16,0.05,0.21,0.21,0,0,0,0,0,2.19,0.99,0.73,1.15,0.31,0.73,1.25,58.3,0.52,0.83,0.1,0.31,1.25,0,44.4,1.98,8.96,22.3,13.8,2.97,2.5,1.25,50,0.83,33.3,24.8,144.4,2.34,1.82,0.73,1.67,1.46,29.8,2.86,0.16,0,0,1.41,1.93,0,0,0,0,5.21,0.83,0.63,57.1,0.260416666666667
7,31,6,3.5,1,1.43,0.57,40,0.2,0.5,14.1,0,0,79.7,190.9,27.1,90.5,14.9,75,1.71,2.86,60,0.29,0.57,2,0,0,2.86,10.9,0.29,0,0,1.43,10.6,0,0,0,0,1.43,2,1.43,0,0.29,0.29,0,0,0.86,0.57,0,0,0.29,0,0,2.29,1.14,1.14,0.86,0.29,0.57,0.86,66.7,0.29,1.14,0.29,0.57,1.43,0,67.1,2.57,17.7,24.3,26.3,4.57,3.71,0.57,15.4,2.57,69.2,39.1,234.3,4,2.86,1.14,2.29,0.57,40,6.29,0.57,0,0,1.43,0.57,0.29,0,0,0,6.29,0,0.57,0,0.285714285714286
28,27,18,13.3,1,1.5,0.68,45,0.05,0.11,11.5,0,0,73.1,149.5,12.9,85.9,15.3,73.4,2.18,4.44,49.2,0.15,1.43,0.68,1.2,0.53,2.48,6.32,0.15,0,0.08,3.23,6.17,0,0,0,0.08,0.83,3.38,2.11,0.23,0.08,0.53,0.38,0.08,0.45,0.3,0,0,0.08,0.08,0,0.9,0.45,0.3,0.45,0.15,0.53,0.98,53.8,0.45,1.28,0.3,0.75,1.35,0,47.5,1.88,9.92,19.8,18.6,4.06,1.65,0.45,27.3,0.75,45.5,25,145.3,2.48,1.58,0.9,1.58,0.75,29.1,6.99,0.23,0,0,0.98,1.65,0.15,0,0,0.08,3.76,1.73,1.2,59,0.075187969924812
20,24,21,21,0,0,0,0,0,0,0,0,0,86.9,481.5,7.14,98.7,17.1,99.2,7.52,12,62.5,0.05,0.05,0.24,0,0,0,5.86,1.48,0.05,0.19,0,0,0,0,0,0,0,0.14,0.14,0,0,0,0,0,0.05,0.05,0,0,0,0,0,0.05,0,0.05,0,0,0.05,0.1,50,0.05,0,0,0,0.33,0.1,37.8,29.2,37.5,0.38,0,0,0,0,0,0,0,25.3,116.9,0,0,0,0,0,24,0,0.05,0,0,0,0.1,0,0,0,0,1.14,0.24,0,100,0
26,24,20,9.2,5,1.74,0.76,43.8,0.25,0.57,14.5,0,0.11,82.7,118,25.2,89.9,12.7,78.6,1.3,2.17,60,0.11,1.09,2.28,1.09,0.22,2.93,1.74,0.43,0.11,0,0.76,0.33,0.76,0.22,0,0.33,0.33,2.83,2.17,0,0.33,0.22,0.11,0,0.54,0.33,0,0.11,0.11,0,0,1.2,0.54,0.54,0.33,0.33,0.54,0.87,62.5,0.33,0.54,0,0.98,0.33,0,56.7,0.54,5.98,25.9,25.4,3.37,2.93,1.3,44.4,1.41,48.1,36,172.8,1.85,1.74,0.87,1.85,1.3,43.7,5.22,0.11,0,0,1.2,0.65,0.22,0,0,0,3.8,0.11,0.87,11.1,0.543478260869565
7,23,20,15.5,1,0.97,0.32,33.3,0.07,0.2,14.9,0,0,59.8,111.5,11.5,72.4,13.2,62.4,1.1,4.06,27,0.06,0.84,1.94,0.77,0.32,2.58,7.03,0.06,0.06,0.19,3.23,6.97,0,0,0,0.13,1.35,2.32,1.55,0.32,0.13,0.13,0.19,0,0.06,0.06,0,0,0,0,0,1.61,0.97,0.84,0.45,0.32,1.03,2,51.6,0.97,1.35,0.39,0.58,2.65,0,51.8,2.71,11.5,20.5,20.5,2.58,2.71,1.03,38.1,1.35,50,21.9,162,2.58,1.55,0.65,3.03,1.48,27.7,5.29,0.26,0,0,1.42,1.03,0.13,0,0,0,5.23,4.26,4,51.6,0.0645161290322581
15,20,18,9.2,0,1.85,0.54,29.4,0,0,18,0,0,70.7,116.7,15.3,81.5,13.3,76.2,1.96,4.89,40,0.11,1.3,2.72,0.87,0.11,3.8,2.07,0.43,0.11,0.33,1.85,0.54,0.87,0.33,0,0.22,1.3,3.7,2.28,0.43,0.33,0.54,0.11,0,0.54,0.43,0,0,0,0.11,0,1.85,0.76,1.09,0.54,0.22,0.87,1.85,47.1,0.98,1.52,0.11,0.22,0.87,0,54.5,1.2,8.26,27.4,19.6,3.91,2.93,0.98,33.3,1.74,59.3,31,151.2,2.28,1.41,0.43,3.15,2.07,37.3,7.28,0.11,0,0,1.74,1.63,0.11,0.11,0,0,6.41,0.43,1.3,25,0
4.5,21,5,0.5,0,4,2,50,0,0,17.5,0,0,75,474,18,81.8,28,78.6,2,4,50,0,0,8,8,2,16,6,0,0,0,8,6,0,0,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,2,0,0,6,0,88,4,18,36,36,6,10,4,40,4,40,50,352,12,8,0,8,4,50,10,2,0,0,4,0,0,0,0,0,8,4,0,100,0
15,31,21,16.5,2,1.33,0.42,31.8,0.09,0.29,19.1,0,0,69.6,164.3,14.4,83.7,15.6,74.3,3.03,6.61,45.9,0.3,2.24,1.94,1.82,1.21,2.97,5.27,0.42,0.12,0.18,8,3.21,1.64,0.12,0,0.12,2.06,3.27,2.48,0.48,0.12,0.18,0,0,0.42,0.3,0,0,0.12,0,0,1.76,1.21,0.73,0.79,0.24,0.97,1.7,57.1,0.73,1.03,0.06,0.36,0.79,0,52.6,1.03,7.52,21.8,23.8,1.88,1.33,0.42,31.8,0.73,54.5,27.8,153.3,3.21,1.58,0.73,2.12,0.48,33.8,7.76,0.06,0,0,1.45,0.36,0,0,0,0,5.15,0.36,0.42,46.2,0.121212121212121
40,27,19,17.7,2,1.47,0.45,30.8,0.08,0.25,15.5,0,0,87.1,191.6,31.8,92.4,20.2,88.8,2.43,3.9,62.3,0.23,0.9,5.08,0.79,0,5.59,0.68,0.56,0.06,0,0.51,0.11,0,0,0,0.11,0.96,2.37,1.98,0,0,0.17,0.06,0.17,0.34,0.34,0,0,0,0,0,1.98,1.19,0.62,0.96,0.4,0.56,1.58,35.7,1.02,1.53,0.06,1.19,0.96,0,75.7,1.75,13.7,41.9,21.4,2.88,2.43,1.02,41.9,1.19,48.8,48.8,218.8,1.47,1.47,0.28,2.03,1.64,58.6,3.84,0.11,0,0,0.96,1.58,0.11,0.06,0,0,6.61,1.64,0.85,65.9,0.112994350282486
8,26,3,0.6,0,3.33,0,0,0,0,19.8,0,0,95.8,125,26.7,94.1,8.33,100,3.33,3.33,100,0,0,0,1.67,0,3.33,1.67,0,0,0,0,1.67,0,0,0,0,0,3.33,1.67,0,0,1.67,0,0,0,0,0,0,0,0,0,3.33,3.33,0,3.33,0,1.67,1.67,100,0,0,0,0,0,0,55,0,10,20,25,3.33,1.67,0,0,1.67,100,31.7,165,3.33,3.33,0,1.67,1.67,30,1.67,1.67,0,0,1.67,0,0,0,0,0,10,1.67,3.33,33.3,0
4.5,23,3,0.4,0,5,0,0,0,0,21.8,0,0,72,187.5,25,90.9,22.5,77.8,0,2.5,0,2.5,2.5,2.5,0,0,7.5,5,5,0,0,0,0,0,0,0,5,0,2.5,0,0,0,2.5,0,0,0,0,0,0,0,0,0,5,2.5,0,5,0,0,0,0,0,0,0,0,0,0,77.5,0,2.5,47.5,27.5,5,5,0,0,5,100,57.5,222.5,2.5,0,2.5,0,7.5,57.5,5,0,0,0,2.5,0,0,0,0,0,7.5,0,0,0,0
5.5,25,10,7.3,0,0.55,0,0,0,0,20.2,0,0,76.3,176.4,16.6,79.1,18.1,88.6,3.84,6.85,56,0,0.41,4.11,1.51,0,6.3,0.96,0.68,0.41,0.41,0.27,0.14,0,0,0,0.55,0.82,1.92,1.51,0,0,0.27,0.14,0,0.14,0.14,0,0,0,0,0,1.92,0.82,0.82,0.68,0.41,0.96,1.92,50,0.96,2.33,0.55,1.1,0.55,0,59.7,1.51,13.4,37.3,9.18,0.68,0.14,0,0,0.14,100,30.5,112.2,0.68,0.27,0,1.78,0.41,36.4,1.37,0.14,0,0,1.51,1.23,0,0,0.14,0,8.08,0.82,1.23,40,0
40,29,20,17,2,1.65,0.41,25,0.04,0.14,26.2,0.35,0.06,83.4,262.9,21.5,91.3,22.4,88.2,5.76,9.24,62.4,0.29,2.59,5.18,1.29,0.41,5.76,6.18,2.59,0.24,0.82,5.18,0.24,3.35,1,0,0.18,0.35,4.35,2.53,1.41,0,0.18,0.18,0.06,0.47,0.29,0.18,0,0,0,0,2.06,1.12,0.71,1.12,0.24,0.47,1.24,38.1,0.76,1.29,0.24,1.12,0.47,0.06,68.2,1.47,13.9,36.3,18.7,0.88,0.76,0.24,30.8,0.29,38.5,38.9,180.4,1.41,1.24,0.12,1.24,0.41,44.4,1.88,0.12,0,0,1.82,1.12,0.06,0,0,0,7.47,0.65,0.71,47.8,0.117647058823529
6,29,17,15.5,1,0.77,0.26,33.3,0.08,0.25,10.7,0,0,79.8,184.1,22.1,90.2,14.3,77.4,2,3.87,51.7,0.06,0.84,1.81,1.03,0.45,3.61,8.39,0.19,0.13,0.06,1.48,8.19,0,0,0,0.13,0.84,1.42,1.23,0.06,0.06,0.06,0,0,0.06,0.06,0,0,0,0,0,1.35,0.84,0.71,0.52,0.13,0.71,1.68,42.3,0.97,1.42,0.26,0.77,1.61,0,53.1,2.45,14.1,22.2,17,1.87,0.58,0.26,44.4,0.19,33.3,25.5,116.4,1.03,0.84,0.06,0.52,0.45,32.5,4.71,0.45,0,0,1.23,0.19,0.06,0,0,0,3.23,1.55,0.9,63.2,0.0645161290322581
6,34,18,12.8,1,1.02,0.08,7.7,0.08,1,19.5,0,0,86.6,154.5,20.2,93.2,16.6,85.8,3.05,4.06,75,0.08,0.86,3.91,1.17,0.47,5.23,0.86,0.31,0.16,0.16,1.02,0.39,0.16,0.08,0,0.16,0.47,3.2,2.58,0,0,0.23,0.31,0.08,0.47,0.39,0,0,0,0,0.08,1.95,1.25,0.55,1.25,0.16,0.63,1.33,47.1,0.7,1.33,0.16,0.78,0.78,0,54.2,1.17,8.28,31.3,15.6,1.72,1.17,0.39,33.3,0.63,53.3,30.5,177,2.19,1.95,0.55,1.95,0.86,37.5,2.81,0.23,0,0,1.25,1.17,0,0,0,0,7.27,0.23,0.63,27.3,0.078125
13,25,9,4.5,1,1.33,0.67,50,0.17,0.33,14.1,0,0,79,182.2,27.6,88.6,21.3,77.1,4.67,7.11,65.6,0.22,0.89,6.89,0.67,0,6.44,1.78,0.67,0.22,0.67,1.11,0.22,0.67,0,0,0,1.56,1.78,1.56,0,0,0.22,0,0,0.44,0.44,0,0,0,0,0,1.78,0.67,0.67,0.67,0.44,0.44,0.89,50,0.44,2.22,0.22,1.33,0.44,0,79.1,0.44,7.78,48.7,23.1,4.44,3.33,0.89,26.7,2,60,61.6,309.8,2.67,2.67,0.89,1.33,1.78,60,5.56,0.44,0,0,0.89,0.89,0,0,0,0,4.89,1.11,0.44,71.4,0.222222222222222
38,25,19,15.7,1,0.45,0.13,28.6,0.14,0.5,27.6,0.13,0,86.2,283.6,23.8,92.8,23.7,91.4,7.64,11.3,67.4,0.06,2.29,5.8,1.21,0.19,6.31,5.22,3.06,0.19,0.45,2.93,0.25,1.78,0.57,0,0.13,0.96,4.39,3.06,0.96,0.06,0.06,0.19,0.06,0.13,0.06,0,0,0.06,0,0,3.06,1.53,1.46,1.53,0.06,1.53,1.97,77.4,0.45,0.76,0.38,1.15,0.64,0.06,74.6,1.4,14.4,47.8,13.7,0.38,2.29,1.15,50,0.64,27.8,42.7,231.7,1.21,1.34,0.19,1.66,1.08,47,1.59,0.32,0,0,1.78,1.34,0.06,0,0,0,9.55,1.08,1.02,51.5,0.0636942675159236
19,22,11,9.5,0,0.95,0.21,22.2,0,0,21.6,0,0,69.6,150.7,11.9,81.9,17.7,76.2,3.05,6.95,43.9,0.11,1.68,2,1.05,0.11,4.11,7.16,1.79,0.11,0.32,4.95,0.21,4.11,1.47,0,0.11,1.37,2.84,1.47,1.26,0.11,0,0,0,0.11,0.11,0,0,0,0,0,1.68,1.05,0.95,0.74,0,0.63,1.16,54.5,0.53,1.05,0.11,0.84,1.47,0,51.6,2.74,10.3,26.3,15.7,1.16,1.68,0.63,37.5,0.84,50,23.1,150.2,1.89,1.37,0.42,1.79,0.53,25.1,2.11,0.11,0,0,0.95,0.95,0,0,0,0,7.58,1.05,1.37,43.5,0
10,24,16,9.5,1,1.37,0.32,23.1,0.08,0.33,18.8,0,0,81,180.4,15.9,83.4,17.9,84.1,4,5.68,70.4,0.11,0.95,4,0.84,0,6.11,1.05,0.74,0.32,0.42,0.21,0.21,0.11,0,0,0.11,1.16,2.95,2.53,0,0.11,0.11,0.11,0.11,0.21,0.11,0,0.11,0,0,0,3.79,1.79,2.11,1.05,0.63,1.89,3.37,56.3,1.47,2.11,0.42,1.26,1.58,0,59.1,3.16,16.4,30.8,12.5,1.89,2.84,1.05,37,1.05,37,42.1,231.6,2,2,0.21,2.21,1.05,36.9,1.16,0.63,0.11,0.11,2,2.11,0,0,0,0,7.16,0.84,1.16,42.1,0.105263157894737
28,23,18,13.4,7,2.54,1.12,44.1,0.21,0.47,17.9,0.3,0,62.5,63.8,10.1,75.1,7.24,62.9,0.75,2.31,32.3,0.15,1.19,0.75,0.9,0.07,1.79,2.54,0.52,0.3,0,2.54,0.37,1.42,0.97,0,0.15,1.34,3.28,1.42,0.45,0.45,0.6,0.3,0.07,0.67,0.15,0,0.3,0.15,0.07,0,1.27,0.6,0.82,0.3,0.15,0.22,0.75,30,0.52,1.04,0.07,0.52,0.6,0,41,0.75,5.67,16.6,19.6,5.37,3.96,1.27,32.1,2.39,60.4,23,160.1,3.36,2.31,2.31,3.21,2.01,26.4,7.16,0.15,0,0,0.82,1.12,0.15,0.07,0,0,5.07,0.45,1.27,26.1,0.522388059701492
