"value","age","X90s","Goals","Shots","SoT","SoT.","G.Sh","G.SoT","ShoDist","ShoFK","ShoPK","PKatt","PasTotCmp.","PasTotDist","PasTotPrgDist","PasShoCmp","PasShoCmp.","PasMedCmp","PasMedCmp.","PasLonCmp","PasLonAtt","PasLonCmp.","Assists","PasAss","Pas3rd","PPA","CrsPA","PasProg","PasAtt","PasLive","PasDead","PasFK","TB","Sw","PasCrs","TI","CK","CkIn","CkOut","CkStr","PasOff","PasBlocks","SCA","ScaPassLive","ScaPassDead","ScaDrib","ScaSh","ScaFld","ScaDef","GCA","GcaPassLive","GcaPassDead","GcaDrib","GcaSh","GcaFld","GcaDef","Tkl","TklWon","TklDef3rd","TklMid3rd","TklAtt3rd","TklDri","TklDriAtt","TklDri.","TklDriPast","Blocks","BlkSh","BlkPass","Int","Tkl.Int","Clr","Err","Touches","TouDefPen","TouDef3rd","TouMid3rd","TouAtt3rd","TouAttPen","ToAtt","ToSuc","ToSuc.","ToTkl","ToTkl.","Carries","CarTotDist","CarPrgDist","CarProg","Car3rd","CPA","CarMis","CarDis","Rec","RecProg","CrdY","CrdR","X2CrdY","Fls","Fld","Off","Crs","PKwon","PKcon","OG","Recov","AerWon","AerLost","AerWon.","G.MP"
18,23,16.5,5,2.48,0.79,31.7,0.12,0.38,19.2,0,0,0,78.6,625.3,211.7,24.5,89,13.6,74.4,2.12,3.76,56.5,0,1.03,2.55,1.94,0.61,4.36,52.8,43,9.7,0.67,0.12,0.67,3.82,8.97,0.06,0,0,0,0.18,1.52,2.61,1.94,0,0.3,0.3,0.06,0,0.3,0,0,0.12,0.18,0,0,2.12,1.09,0.85,0.91,0.36,0.97,1.82,53.3,0.85,0.97,0.06,0.91,0.55,2.67,0.97,0,67.9,1.45,14.5,26.1,28.6,3.7,5.27,1.88,35.6,3.09,58.6,47,320.1,163.6,4.18,2.79,0.97,2.85,2.55,43.5,9.15,0.24,0.06,0,1.21,1.33,0.12,3.82,0,0,0,6.3,0.97,1.27,43.2,0.303030303030303
42,26,12,0,1.25,0.25,20,0,0,21.4,0,0,0,87.2,1106,334.1,34.4,93.4,28.7,86.6,3.5,5.08,68.9,0.08,0.75,8.17,1.75,0.25,10.2,78.1,70.7,7.25,1.75,0,0.42,1.83,5.5,0,0,0,0,0.17,1.17,2.08,1.83,0,0,0.08,0.08,0.08,0.08,0.08,0,0,0,0,0,1.92,0.75,0.5,0.75,0.67,0.92,1.83,50,0.92,1.08,0,1.08,0.75,2.67,1.58,0.08,87.5,2.75,16.8,44.7,26.8,1.58,0.58,0.5,85.7,0.08,14.3,51.4,305.2,163.4,3.17,2.33,0.42,1,1,57.5,3.08,0.17,0,0,0.17,0.75,0,1.83,0,0,0,7,1.75,0.58,75,0
45,26,17,0,0.29,0,0,0,0,10.2,0,0,0,86.8,1133.8,380.8,17,91.5,28.8,92.6,8.35,11.9,70.3,0,0.59,6.12,0.24,0,6.35,63,58.4,4.47,3,0.12,1.47,0.06,0.41,0,0,0,0,0.12,0.41,1.71,1.41,0,0,0.18,0.12,0,0.06,0,0,0,0,0.06,0,1.06,0.53,0.71,0.29,0.06,0.71,0.88,80,0.18,1.06,0.88,0.18,0.35,1.41,4.41,0.12,72,11.1,33,35,4.29,1.12,0.88,0.53,60,0.24,26.7,45.6,339.3,240.6,2.53,1.29,0,0.53,0.18,49.2,0.41,0.41,0,0,0.71,0.76,0,0.06,0.12,0,0,5.29,1.29,1.47,46.8,0
40,24,0.8,0,0,0,0,0,0,0,0,0,0,77.4,410,97.5,17.5,93.3,8.75,77.8,1.25,3.75,33.3,0,0,1.25,1.25,1.25,1.25,38.8,30,8.75,1.25,0,0,2.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,1.25,0,0,1.25,0,1.25,1.25,0,1.25,2.5,3.75,1.25,0,50,0,23.8,18.8,7.5,0,7.5,2.5,33.3,3.75,50,26.3,172.5,108.8,3.75,1.25,0,2.5,1.25,28.8,3.75,0,0,0,0,3.75,0,2.5,0,0,0,6.25,1.25,1.25,50,0
35,25,14,0,0.57,0,0,0,0,23.2,0,0,0,80.9,786.8,256.9,30.8,89.2,18.9,82.2,2.43,4.21,57.6,0.21,1.5,3.5,1.71,0.71,5.57,66.7,58.4,8,0.64,0.07,0.36,3.14,7.36,0,0,0,0,0.29,2.07,2.79,2.64,0,0,0,0.14,0,0.43,0.36,0,0,0,0.07,0,2.14,1.29,1.21,0.5,0.43,1.36,1.93,70.4,0.57,1.14,0.36,0.79,1.57,3.71,1.57,0,76.9,3.36,19.6,36.4,21.4,1.93,1.21,0.21,17.6,0.71,58.8,45,211.2,116.6,3.29,1.93,0.57,1.14,1.14,50.2,6.57,0.21,0,0,1.43,0.93,0.29,3.14,0.07,0,0,5.43,1.57,1.29,55,0
35,30,14.4,0,0.35,0.14,40,0,0,9.4,0,0,0,86.4,900.7,288.7,15.1,90.5,28.1,92.7,3.4,6.46,52.7,0,0.21,4.17,0.21,0,3.06,54.6,53.2,1.25,1.11,0,0.28,0.07,0.14,0,0,0,0,0.14,0.21,0.69,0.42,0.07,0,0.14,0,0.07,0,0,0,0,0,0,0,1.32,0.49,1.11,0.21,0,0.35,0.83,41.7,0.49,1.32,0.83,0.49,0.63,1.94,4.65,0,64.3,7.71,30.1,32,2.29,0.9,0.28,0.14,50,0.14,50,39.8,279.5,166.5,0.76,0.83,0,0.14,0.07,42.5,0.14,0.07,0,0,0.63,0.14,0.14,0.07,0,0,0.07,5.07,1.74,0.76,69.4,0
55,23,8.4,1,1.19,0.48,40,0.1,0.25,21.2,0.24,0,0,85.8,1067.7,284.3,36.4,94.4,23.6,85,5.36,7.86,68.2,0.12,1.31,3.93,1.43,0.24,6.43,78.2,66.3,11.7,1.9,0,0.36,5.71,8.21,1.55,1.07,0.12,0,0.24,1.07,2.98,2.26,0.48,0.12,0.12,0,0,0.24,0.24,0,0,0,0,0,2.26,1.31,0.6,1.55,0.12,0.95,1.31,72.7,0.36,0.95,0.12,0.83,0.95,3.21,1.55,0,86.8,2.02,17.1,38.3,31.7,1.79,1.9,0.83,43.8,0.71,37.5,48,273,151.9,4.52,2.5,0.6,0.95,0.95,60.2,9.4,0.36,0,0,0.83,1.07,0.36,5.71,0,0,0,6.43,1.55,1.07,59.1,0.119047619047619
28,26,20.9,0,0.48,0.1,20,0,0,18.8,0,0,0,71.7,336.1,113.3,12.5,85.6,7.27,71,1.53,3.97,38.6,0.1,0.62,1.82,0.96,0.43,2.87,30.8,27.1,3.54,0,0.19,0.1,2.25,3.54,0,0,0,0,0.14,0.53,1.05,0.96,0,0,0.05,0,0.05,0.1,0.1,0,0,0,0,0,1.67,0.81,0.67,0.72,0.29,0.62,0.96,65,0.33,0.96,0.29,0.67,0.77,2.44,2.49,0.05,42.1,3.59,13,16,13.8,1.05,1.24,0.62,50,0.43,34.6,19.8,98.3,49.8,1.48,1.05,0.38,1.63,1.39,20.6,3.44,0,0,0,0.72,1,0.05,2.25,0,0,0,5.07,0.96,1.63,37,0
20,18,5,0,0.2,0.2,100,0,0,26.3,0,0,0,91.9,920.6,134.8,39,96.5,21.4,93.9,1.8,2.6,69.2,0,1.2,3.2,1.2,0.6,4.2,69.2,64.4,4.6,0.4,0,0,0.8,4.2,0,0,0,0,0.2,1,2.2,1.8,0.2,0,0,0.2,0,0,0,0,0,0,0,0,2,1.4,1.2,0.6,0.2,1,1.4,71.4,0.4,0.4,0.2,0.2,0.4,2.4,1.4,0,75.8,1.8,12.4,43.4,20.6,1.2,1.6,0.6,37.5,0.4,25,54,287.6,150.2,3.4,2.6,0.6,0.6,1.8,60.8,2,0.2,0,0,0.8,1.6,0,0.8,0,0,0,3.6,0,0.2,0,0
80,26,9.7,0,0.52,0.1,20,0,0,10,0,0,0,92.2,1544.5,559.8,30.4,94.2,49.4,94.7,4.95,6.6,75,0,0.21,5.26,0,0,4.43,92.8,90,2.78,1.75,0,0.31,0,0.62,0,0,0,0,0,0.21,0.62,0.52,0,0,0.1,0,0,0,0,0,0,0,0,0,0.62,0.31,0.31,0.31,0,0.1,0.1,100,0,0.93,0.31,0.62,1.24,1.86,2.58,0,100.2,7.22,37.6,57.2,5.67,1.44,0.31,0.31,100,0,0,59.9,297.8,166.7,0.52,1.44,0.1,0,0,78.6,0.1,0,0,0,1.03,0.31,0,0,0,0,0,4.23,2.68,1.34,66.7,0
13,23,1.2,0,1.67,0,0,0,0,17.6,0,0,0,81.8,971.7,262.5,27.5,86.8,25,85.7,4.17,5,83.3,0.83,1.67,6.67,1.67,0,5.83,73.3,64.2,9.17,2.5,0,0,3.33,5,1.67,0,1.67,0,0,2.5,2.5,1.67,0.83,0,0,0,0,0.83,0.83,0,0,0,0,0,1.67,0.83,0.83,0,0.83,0.83,1.67,50,0.83,3.33,1.67,1.67,1.67,3.33,3.33,0,85.8,4.17,16.7,46.7,22.5,5.83,0,0,0,0,0,44.2,171.7,79.2,1.67,1.67,0.83,2.5,1.67,62.5,10,0,0,0,0,0,0,3.33,0,0,0,4.17,0.83,1.67,33.3,0
45,23,18.7,0,0.59,0.21,36.4,0,0,12.4,0,0,0,85.8,912.8,336.5,13.2,87.2,24.5,91.6,5.99,8.34,71.8,0,0.37,2.09,0.05,0,2.41,51.5,49.9,1.28,0.91,0,1.12,0,0.16,0,0,0,0,0.32,0.16,0.75,0.59,0,0,0.16,0,0,0.05,0,0,0,0.05,0,0,1.28,0.75,1.07,0.21,0,0.64,0.91,70.6,0.27,1.44,0.75,0.7,0.96,2.25,3.58,0.05,60.9,10.1,35.3,23,2.83,1.82,0,0,0,0,0,34,156.2,82.8,0.32,0.21,0.11,0.27,0,39.4,0.16,0.05,0,0,0.48,0.37,0.05,0,0,0,0,4.81,1.98,1.02,66.1,0
25,25,5.7,0,0.18,0,0,0,0,11.5,0,0,0,83.4,874,293,20.5,88,23.9,86.1,4.39,6.67,65.8,0.18,0.7,5.79,1.05,0.35,7.37,60.2,51.2,8.77,0.7,0.18,0.35,1.23,8.07,0,0,0,0,0.18,1.05,1.58,1.23,0.35,0,0,0,0,0.35,0.35,0,0,0,0,0,3.51,2.46,1.4,1.4,0.7,1.93,2.46,78.6,0.53,0.88,0,0.88,2.28,5.79,2.46,0,72.3,4.04,17.9,40,15.1,1.23,0.53,0.18,33.3,0.35,66.7,37,178.6,81.6,1.23,1.05,0,0.88,0.53,41.6,2.28,0.18,0,0,1.05,0.53,0,1.23,0,0,0,6.14,1.23,2.81,30.4,0
13,27,16.5,0,0.42,0.06,14.3,0,0,19.7,0,0,0,83.3,694.2,247.2,16.1,87.5,20.1,90.5,2.48,4.55,54.7,0,0.12,2.48,0.06,0,2.36,47.1,42.4,4.61,1.03,0,0.24,0.97,3.52,0,0,0,0,0.12,0.79,0.91,0.61,0.12,0,0.18,0,0,0.12,0.06,0,0,0.06,0,0,1.58,0.97,0.85,0.55,0.18,0.85,1.88,45.2,1.03,0.67,0.24,0.42,1.33,2.91,2.67,0.06,55.8,5.52,25.7,24.8,5.58,0.73,0.48,0.36,75,0.12,25,29.9,126.3,64.5,0.73,0.61,0.06,0.73,0.24,33.5,1.21,0.24,0,0,1.39,0.48,0,0.97,0,0.06,0.06,4.42,1.15,1.45,44.2,0
17,27,20.2,1,0.54,0.15,27.3,0.09,0.33,8.8,0,0,0,80.1,625.7,220.8,27.5,88.3,12.8,79.4,2.08,3.86,53.8,0.1,0.59,2.67,0.74,0.4,2.82,54.9,46.6,8.07,0.59,0.1,0.1,2.13,7.48,0,0,0,0,0.2,1.09,1.39,1.24,0.05,0,0.05,0,0.05,0.15,0.1,0,0,0.05,0,0,2.57,1.53,1.63,0.74,0.2,1.14,2.03,56.1,0.89,1.39,0.4,0.99,0.94,3.51,2.77,0,65.6,3.71,22.7,27.4,15.7,1.63,0.64,0.2,30.8,0.35,53.8,30.2,119.7,59.7,1.24,0.74,0.1,0.99,0.59,39.5,4.9,0.1,0,0,0.79,0.35,0.2,2.13,0,0,0,4.95,1.44,1.78,44.6,0.0495049504950495
65,25,16,1,1.31,0.19,14.3,0.05,0.33,22.5,0.19,0,0,73.1,1236.3,518.4,30.4,89,23.8,76.5,9.94,20.6,48.2,0.06,2.25,7,3.06,1.06,7.25,88.9,71.5,16.9,2,0.56,1.81,8.56,11.6,3.31,0.63,2.44,0.06,0.44,1.06,4,2.5,1.19,0.06,0.25,0,0,0.31,0.25,0.06,0,0,0,0,1.44,1.06,0.94,0.31,0.19,1,1.88,53.3,0.88,0.75,0.25,0.5,1.38,2.81,1.13,0,97.5,3.06,22.4,48.8,26.8,1.69,0.69,0.44,63.6,0.19,27.3,52.4,196.1,102.3,1.5,1.06,0.31,1.19,0.81,61.1,5.31,0.19,0,0,0.5,0.19,0.19,8.56,0,0,0,7.56,0.69,0.44,61.1,0.0625
18,24,10.8,0,0.46,0.09,20,0,0,11.1,0,0,0,88.8,967.7,280.9,19,88.7,29.1,94,3.98,5.65,70.5,0,0.09,2.41,0.09,0,2.96,59.3,56.5,2.69,1.11,0,0.37,0.19,1.57,0,0,0,0,0.09,0.65,0.46,0.28,0,0,0.09,0.09,0,0.09,0.09,0,0,0,0,0,1.48,0.93,1.02,0.19,0.28,0.93,1.48,62.5,0.56,0.74,0.28,0.46,1.2,2.69,3.15,0.09,68.8,7.04,35.1,29.4,4.44,0.83,0.37,0.19,50,0.09,25,41.4,150.6,78.4,0.74,0.37,0,0.46,0.37,47.2,0.74,0.28,0,0,0.65,0.46,0,0.19,0,0,0.09,4.81,1.76,1.39,55.9,0
22,24,9.4,0,0.32,0.11,33.3,0,0,20.7,0,0,0,83,550.6,172,26.3,92.5,10,81.7,1.81,3.72,48.6,0,0.11,2.55,0.21,0,2.87,47.6,38.9,8.51,0.53,0,0.21,1.38,7.77,0.21,0.21,0,0,0.11,1.28,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0,2.66,1.81,2.02,0.53,0.11,0.74,1.6,46.7,0.85,0.96,0.21,0.74,1.6,4.26,3.62,0,60,3.72,22.7,23.9,13.9,0.74,1.06,0.21,20,0.85,80,28.1,143.8,73.7,1.49,1.28,0.11,1.28,0.32,32.1,2.13,0.32,0,0,2.23,0.85,0.11,1.38,0,0,0,5.53,0.53,0.32,62.5,0
22,24,16.2,0,0.19,0.06,33.3,0,0,11.3,0,0,0,71,573,282,17.8,82.8,14.9,76.6,1.98,5.93,33.3,0.12,0.49,3.33,0.68,0.31,3.77,49.8,38.8,10.9,1.3,0,0,1.79,9.57,0,0,0,0,0.12,2.04,1.05,0.86,0.06,0.06,0,0,0.06,0.12,0.12,0,0,0,0,0,1.91,1.23,1.23,0.56,0.12,0.74,1.67,44.4,0.93,1.36,0.31,1.05,1.3,3.21,2.53,0,59,3.77,21.9,25.6,12,0.99,1.05,0.49,47.1,0.37,35.3,26.7,107.2,50.8,0.86,0.68,0.19,1.05,0.8,30.7,2.59,0.25,0.06,0,1.05,0.43,0,1.79,0,0,0,6.3,0.86,0.86,50,0
22,30,19,0,0.05,0,0,0,0,19.1,0,0,0,84,831.1,328.1,12.7,91.3,24.2,92.7,4.63,8.95,51.8,0.05,0.16,3.05,0.16,0,3,49.9,48.1,1.74,1.42,0.05,0.47,0.11,0.32,0,0,0,0,0.11,0.21,0.79,0.68,0,0,0,0.11,0,0.16,0.11,0,0,0,0.05,0,0.42,0.11,0.21,0.21,0,0.21,0.42,50,0.21,1.16,0.58,0.58,1.68,2.11,4.21,0.05,59.1,9.47,32.8,24.5,1.89,0.58,0.26,0.05,20,0.11,40,35.7,189.9,101.2,0.47,0.32,0.05,0.26,0.21,38.8,0.32,0.21,0,0,0.68,0.63,0.05,0.11,0.05,0,0.05,5.21,1.58,0.89,63.8,0
18,29,5,0,0,0,0,0,0,0,0,0,0,92.4,1029.8,339,20.8,93.7,33.2,96.5,3.8,6,63.3,0,0,3.4,0,0,3,63.2,62.2,1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6,0.6,0.4,0,0.4,0.6,66.7,0.2,1,0.4,0.6,1,2,4,0,71.6,8.6,36,33.8,2,0,0,0,0,0,0,45,213,109.2,0.2,0,0,0,0,50.6,0,0,0,0,0.4,0,0,0,0,0,0,5.2,2.4,1,70.6,0
35,32,16.5,2,1.09,0.3,27.8,0.11,0.4,12.6,0,0,0,89.1,1417.9,504.7,24.1,93,39,92.7,7.76,11,70.7,0,0.12,5.52,0.12,0,4.36,80.3,78.2,2.06,1.64,0.06,0.79,0,0.42,0,0,0,0,0.06,0.24,0.61,0.55,0,0,0.06,0,0,0.06,0.06,0,0,0,0,0,0.61,0.18,0.42,0.18,0,0.12,0.24,50,0.12,0.91,0.48,0.42,1.15,1.76,4.24,0.06,89.5,11.9,41.6,43.9,4.18,2.12,0.06,0.06,100,0,0,54.2,220.1,113,0.48,0.55,0.12,0.36,0,64.4,0.24,0.06,0,0,0.36,0,0.06,0,0,0.06,0,5.58,2.67,0.73,78.6,0.121212121212121
25,24,19.8,0,0.35,0.1,28.6,0,0,22.6,0,0,0,76.1,548.4,200.6,18.7,89.6,13.2,76.1,2.27,5.1,44.6,0,0.66,3.18,0.86,0.4,3.54,45.7,37.3,8.08,0.4,0.05,0.05,1.77,7.58,0.1,0.05,0.05,0,0.35,0.96,1.57,1.36,0.05,0,0.1,0.05,0,0.1,0.05,0,0,0.05,0,0,1.72,0.86,1.26,0.45,0,0.76,1.36,55.6,0.61,1.67,0.66,1.01,1.31,3.03,3.08,0,56.2,3.99,19.5,24.7,12.4,0.81,0.86,0.35,41.2,0.51,58.8,24.1,105.4,54.9,1.26,1.26,0.15,0.81,0.3,29.2,2.37,0.15,0,0,0.96,0.66,0,1.77,0,0,0,4.9,0.71,1.26,35.9,0
40,22,2,0,0.5,0,0,0,0,31.8,0,0,0,90.5,1342.5,329,40.5,95.3,43.5,93.5,1,5,20,0,0,2.5,0,0,3.5,95,94,1,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.5,0,1,0.5,0.5,1,50,0.5,1,0,1,2.5,4,1.5,0,104.5,1.5,25,69,10.5,0.5,1,0,0,0,0,80.5,443.5,246.5,3.5,2,0,0.5,0,86,2.5,0,0,0,0,1.5,0,0,0,0,0,6,2,1.5,57.1,0
70,22,20.8,2,0.24,0.14,60,0.4,0.67,10.4,0,0,0,91.6,1051,417,24.2,94,30.7,93.8,3.65,4.81,76,0.05,0.19,3.13,0.1,0,3.22,64.8,63.1,1.68,1.25,0,0,0.05,0,0,0,0,0,0,0.38,0.48,0.38,0.1,0,0,0,0,0.05,0.05,0,0,0,0,0,1.25,0.67,0.77,0.38,0.1,0.63,0.77,81.3,0.14,0.53,0.38,0.14,0.82,2.07,3.37,0.19,72.5,7.02,32.7,38.2,1.73,0.48,0.43,0.29,66.7,0.05,11.1,46.2,228,130.3,0.29,0.19,0.05,0.58,0.29,49.2,0.05,0.19,0,0,0.77,0.43,0,0.05,0,0.1,0.05,8.03,1.78,1.49,54.4,0.0961538461538461
7,26,15.8,3,0.82,0.25,30.8,0.23,0.75,25.6,0.38,0,0.06,75.8,633.2,252.3,20,92.1,14.1,79.1,3.48,8.42,41.4,0.13,1.33,3.8,1.46,0.89,4.43,51,35.8,15,2.03,0,0.19,7.34,10.1,2.91,2.15,0.7,0,0.19,1.27,2.91,1.96,0.82,0.06,0.06,0,0,0.19,0.13,0.06,0,0,0,0,2.03,1.39,1.2,0.57,0.25,1.01,1.33,76.2,0.32,0.89,0.06,0.82,0.76,2.78,1.33,0,58.5,2.09,13.6,26.4,19.2,0.7,1.01,0.57,56.3,0.38,37.5,28.5,141.9,62.3,1.33,0.95,0.06,0.51,0.76,30.8,3.29,0.06,0,0,1.08,0.51,0.13,7.34,0,0,0,4.43,0.06,0.44,12.5,0.189873417721519
3,31,13.7,0,0.15,0.07,50,0,0,8.8,0,0,0,91.5,793.3,274.7,15,94.5,23.6,94.2,3.14,3.87,81.1,0,0.07,1.39,0.07,0,2.12,46.2,43.4,2.34,2.26,0,0,0,0.07,0,0,0,0,0.44,0.29,0.44,0.44,0,0,0,0,0,0.07,0.07,0,0,0,0,0,1.09,0.66,0.44,0.51,0.15,0.15,0.22,66.7,0.07,0.73,0.51,0.22,1.02,2.12,3.65,0.07,53.9,6.57,28.9,23.6,1.46,0.51,0.15,0.15,100,0,0,30.4,163.2,82,0.44,0.22,0,0.36,0,35,0.07,0.36,0.07,0.07,1.17,0.51,0,0,0,0,0,4.16,1.46,0.73,66.7,0
60,24,14.1,0,0.71,0.21,30,0,0,13.5,0,0,0,83.5,1161.6,418.8,20.1,90.4,29.3,90,8.16,12.8,63.5,0.14,0.64,5.18,1.13,0.28,6.52,69.9,63.6,6.03,2.55,0,0.92,1.42,2.98,0,0,0,0,0.21,0.85,2.41,1.91,0.14,0.07,0.14,0.14,0,0.28,0.14,0.07,0,0,0.07,0,1.77,0.85,0.78,0.64,0.35,0.5,0.92,53.8,0.43,0.99,0.35,0.64,1.21,2.98,1.99,0,77.7,7.38,32.6,34.3,11.2,1.42,0.57,0.21,37.5,0.28,50,47.3,249.2,159.4,1.84,1.63,0.14,0.64,0.28,54.5,1.77,0.14,0,0,0.85,0.85,0.07,1.42,0,0,0,4.82,1.99,0.78,71.8,0
20,24,15.7,0,0.83,0,0,0,0,9.4,0,0,0,82.3,628.9,209,15.9,87.4,19.4,87.4,1.53,3.18,48,0,0.19,2.29,0.19,0.13,2.87,45.7,44.3,1.15,0.83,0,0,0.38,0.19,0,0,0,0,0.19,0.76,0.76,0.51,0,0,0.06,0.06,0.13,0.06,0.06,0,0,0,0,0,1.34,0.76,0.7,0.64,0,0.57,0.83,69.2,0.25,1.21,0.64,0.57,2.36,3.69,3.12,0.13,58.5,4.97,24.3,30.9,3.69,1.15,0.57,0.19,33.3,0.32,55.6,28.5,133.4,63.7,0.45,0.64,0.06,1.53,0.38,33,0.89,0.38,0,0,2.42,1.21,0,0.38,0,0,0,5.73,3.38,1.27,72.6,0
6,23,1.4,0,0.71,0,0,0,0,28.6,0,0,0,70.9,723.6,237.9,16.4,95.8,18.6,81.3,5,10,50,0,1.43,0.71,2.14,1.43,1.43,56.4,48.6,7.86,1.43,0,0,5,6.43,0,0,0,0,0,3.57,2.86,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0.71,0.71,0,0,0,0,0,0,0,0,0,0.71,1.43,1.43,0,63.6,3.57,22.1,24.3,17.9,1.43,2.14,1.43,66.7,0.71,33.3,29.3,159.3,95,2.14,0.71,0.71,0,1.43,42.9,4.29,0,0,0,0,0.71,0,5,0,0,0,5,0.71,2.14,25,0
18,28,19.7,1,0.36,0.1,28.6,0.14,0.5,15.4,0,0,0,88.9,811.6,315.4,21.2,93.7,19.7,92.2,4.52,6.55,69,0,0.1,2.23,0.15,0,1.73,52.7,47.8,4.92,2.94,0.05,0.41,0,0.05,0,0,0,0,0,0.2,0.41,0.36,0.05,0,0,0,0,0.15,0.15,0,0,0,0,0,1.32,0.66,0.76,0.56,0,0.46,0.91,50,0.46,1.12,0.86,0.25,1.27,2.59,3.5,0,61.3,10,33.1,27.5,0.86,0.51,0.05,0.05,100,0,0,28.9,116.3,53.5,0.15,0.1,0.05,0.2,0.15,38.2,0.1,0.05,0,0,0.96,0.66,0.05,0,0,0,0,4.16,2.39,1.27,65.3,0.050761421319797
25,29,13.4,1,0.9,0.07,8.3,0.08,1,13.8,0,0,0,90.6,1410.7,490.5,22.2,92.5,36.9,95.4,9.85,12.8,76.7,0,0.37,4.33,0.07,0,4.55,77.5,74.6,2.91,2.76,0,1.27,0.07,0.15,0,0,0,0,0.07,0.07,0.9,0.75,0,0.07,0.07,0,0,0.15,0.15,0,0,0,0,0,1.64,1.04,1.27,0.37,0,0.82,1.04,78.6,0.22,1.57,0.97,0.6,0.6,2.24,3.28,0.07,85.7,9.85,36.7,47.1,2.24,0.97,0.15,0.15,100,0,0,52.8,271.6,164.9,0.75,0.3,0.07,0.22,0.07,61.1,0.15,0.07,0,0,0.6,0.67,0.07,0.07,0,0,0,5.75,2.99,1.94,60.6,0.0746268656716418
10,23,12.8,0,0.55,0.08,14.3,0,0,18.1,0,0,0,78.8,639.2,236.6,24.3,89.6,15,82.8,2.34,5.7,41.1,0.16,1.17,2.03,1.02,0.47,3.2,54.5,44,10.3,0.86,0,0.16,2.73,9.38,0.08,0.08,0,0,0.16,1.72,2.19,1.72,0.23,0.16,0,0.08,0,0.39,0.39,0,0,0,0,0,2.58,1.41,1.56,0.94,0.08,0.94,2.34,40,1.41,1.09,0.16,0.94,1.41,3.98,1.48,0.08,67.1,3.2,22,29.9,16.3,1.48,2.5,1.02,40.6,1.33,53.1,36.6,203.3,107.7,2.58,2.34,0.63,1.95,0.86,39.3,4.14,0.16,0,0,1.33,1.48,0.31,2.73,0,0,0,6.8,0.23,0.86,21.4,0
4,22,1.9,0,0.53,0.53,100,0,0,10.8,0,0,0,79.3,615.8,293.7,17.4,86.8,15.3,93.5,3.68,7.37,50,0,0.53,1.58,1.05,1.05,4.74,45.8,38.9,6.84,0.53,0,0.53,2.63,5.79,0.53,0,0.53,0,0,1.58,1.58,1.58,0,0,0,0,0,0,0,0,0,0,0,0,1.58,1.05,1.05,0,0.53,1.05,2.63,40,1.58,1.58,1.05,0.53,1.58,3.16,1.05,0.53,54.7,2.11,21.6,22.6,10.5,2.11,1.58,0.53,33.3,1.05,66.7,26.3,149.5,100,2.11,1.05,0,0,0,34.7,1.05,0,0,0,0.53,0.53,0,2.63,0,0,0,4.21,0,1.58,0,0
3.5,27,14.4,0,0.49,0.14,28.6,0,0,12.5,0,0,0,83.7,709.1,224,10.4,91.5,22.2,89.9,3.13,5.49,57,0,0.07,0.9,0,0,1.39,42.9,40.5,2.36,1.32,0,0.21,0,0.14,0,0,0,0,0.07,0.76,0.35,0.28,0,0,0.07,0,0,0,0,0,0,0,0,0,1.88,1.46,1.25,0.63,0,0.69,0.9,76.9,0.21,2.36,1.53,0.83,1.18,3.06,5.49,0,55.8,11.3,34,20.6,1.25,0.97,0.07,0.07,100,0,0,28.6,147.8,73.5,0.49,0,0,0.14,0.07,31.3,0,0.14,0,0,1.04,0.69,0,0,0,0,0,4.17,2.15,1.25,63.3,0
40,27,15.3,1,1.05,0.39,37.5,0.06,0.17,21.4,0,0,0,86.9,1303.1,492.2,33.5,91.4,35.1,89.6,5.82,8.76,66.4,0.07,0.98,6.6,1.11,0.46,7.25,87,79.7,7.19,1.24,0.13,0.78,2.35,5.95,0,0,0,0,0.13,0.78,2.22,1.9,0,0,0.2,0,0.13,0.13,0.07,0,0,0,0,0.07,2.94,2.03,1.44,1.11,0.39,1.37,1.57,87.5,0.2,0.85,0.33,0.52,1.63,4.58,2.81,0,97.3,5.1,36.1,45.7,15.8,1.44,0.26,0,0,0.07,25,57.6,239.9,127.9,1.63,1.05,0.13,0.46,0.13,67.9,3.53,0.13,0,0,0.92,0.72,0.26,2.35,0,0.07,0,5.69,1.76,1.05,62.8,0.065359477124183
10,30,6.9,0,0.29,0,0,0,0,7.6,0,0,0,87.7,826.4,258.3,25.4,91.6,21.6,93.1,2.75,5.07,54.3,0,0.14,2.46,0,0,2.03,57.7,55.8,1.74,1.01,0,0,0,0.58,0,0,0,0,0.14,0.14,0.29,0.14,0,0,0,0.14,0,0,0,0,0,0,0,0,2.46,1.16,1.59,0.87,0,1.3,1.45,90,0.14,1.16,0.58,0.58,1.59,4.06,3.62,0.14,68.1,8.26,35.4,29.3,3.77,0.72,0.29,0.14,50,0,0,41.7,174.9,73.2,0.43,0.43,0,0.29,0.58,44.9,0.43,0.14,0,0,0.43,0.43,0,0,0,0,0,5.36,2.03,1.3,60.9,0
